"Nation","Season","Race","Place","Date","City","Country","Event","HillSize","TeamSize","RaceType","Sex","Total_Elo","Total_Normal_Elo","Total_Large_Elo","Total_Flying_Elo","Total_Pelo","Total_Normal_Pelo","Total_Large_Pelo","Total_Flying_Pelo","Avg_Elo","Avg_Normal_Elo","Avg_Large_Elo","Avg_Flying_Elo","Avg_Pelo","Avg_Normal_Pelo","Avg_Large_Pelo","Avg_Flying_Pelo","TeamMembers","MemberIDs","MemberSex","AvgAge","MaxAge","MinAge","AvgExp","MaxExp","MinExp","Points"
"Germany",1987,16,6,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5809.46194270703,5156.9413910442,5945.51875096156,5091.71681502856,5799.83474317534,5157.25212465497,5932.11849302886,5103.91516730426,1452.36548567676,1289.23534776105,1486.37968774039,1272.92920375714,1449.95868579384,1289.31303116374,1483.02962325722,1275.97879182606,"Dieter Thoma,Peter Rohwein,Thomas Klauser,Andreas Bauer","390,988,793,739","M,M,M,M",21.9356605065024,24.6461327857632,17.3305954825462,43.5,65,6,40
"Slovenia",1987,16,7,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",6096.43157851908,5332.06039399701,6252.08866417388,5153.17366827245,6102.51155472272,5295.06567904606,6265.35134105404,5148.57915396961,1524.10789462977,1333.01509849925,1563.02216604347,1288.29341706811,1525.62788868068,1323.76641976151,1566.33783526351,1287.1447884924,"Miran Tepes,Matjaz Zupan,Matjaz Debelak,Primoz Ulaga","734,638,838,743","M,M,M,M",23.0657084188912,25.8151950718686,20.3915126625599,49.5,92,8,36
"Sweden",1987,16,8,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5051.62692769906,5101.33765312728,5016.45248431698,5086.34271577393,5030.90870472309,5140.72807642108,4979.26850811111,5097.15830793921,1262.90673192477,1275.33441328182,1254.11312107925,1271.58567894348,1257.72717618077,1285.18201910527,1244.81712702778,1274.2895769848,"Thomas Nordgren,Magnus Åström,Jan Boklöv,Per-Inge Tällberg","804,770,684,669","M,M,M,M",20.2162902121834,21.4620123203285,18.8774811772758,10.75,15,6,32
"Kazakhstan",1987,16,9,1987-02-17,"Oberstdorf","Germany","World Championship",115,1,"Team Large","M",1323.13225578101,1307.7909395421,1325.7988185124,1271.58567894348,1321.54361048036,1314.73077897143,1322.77856333971,1274.2895769848,1323.13225578101,1307.7909395421,1325.7988185124,1271.58567894348,1321.54361048036,1314.73077897143,1322.77856333971,1274.2895769848,"Aleksandr Taranov","1018","M",22.8035592060233,22.8035592060233,22.8035592060233,19,19,19,29
"Russia",1987,16,9,1987-02-17,"Oberstdorf","Germany","World Championship",115,3,"Team Large","M",3979.25698986263,3807.36476485331,3937.57708169509,3814.75703683045,3974.88464172064,3829.97480239136,3943.60443607329,3822.86873095441,1326.41899662088,1269.12158828444,1312.52569389836,1271.58567894348,1324.96154724021,1276.65826746379,1314.53481202443,1274.2895769848,"Sergej Brysgalov,Vadim Zakharov,Valerji Karetnikov","1035,1025,1026","M,M,M",24.1286789869952,24.1286789869952,24.1286789869952,10.6666666666667,20,6,29
"France",1987,16,10,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5067.01669489263,5094.53762530815,5000.32697367513,5086.34271577393,5059.90861242845,5106.15407046626,4983.87825417028,5097.15830793921,1266.75417372316,1273.63440632704,1250.08174341878,1271.58567894348,1264.97715310711,1276.53851761656,1245.96956354257,1274.2895769848,"Gèrard Colin,Didier Mollard,Xavier Girard,Frederic Berger","1034,528,2037,973","M,M,M,M",21.4120465434634,28.9609856262834,17.0075290896646,21.25,51,1,26
"Switzerland",1987,16,11,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5592.65950681839,5172.21564703192,5742.09437581388,5086.34271577393,5609.67864334658,5188.51167403323,5774.80957457243,5097.15830793921,1398.1648767046,1293.05391175798,1435.52359395347,1271.58567894348,1402.41966083665,1297.12791850831,1443.70239364311,1274.2895769848,"Gèrard Balanche,Fabrice Piazzini,Pascal Reymond,Christian Hauswirth","935,947,934,818","M,M,M,M",20.9089664613279,22.1273100616016,19.0828199863107,22,26,19,24
"Italy",1987,16,12,1987-02-17,"Oberstdorf","Germany","World Championship",115,3,"Team Large","M",3913.03124765057,3841.88070082078,3786.76474216835,3814.75703683045,3920.65452364159,3833.20005830605,3772.34645102565,3822.86873095441,1304.34374921686,1280.62690027359,1262.25491405612,1271.58567894348,1306.88484121386,1277.73335276868,1257.44881700855,1274.2895769848,"Antonio Lacedelli,Virginio Lunardi,Sandro Sambugaro","821,677,853","M,M,M",20.2628336755647,21.6180698151951,18.9075975359343,17.6666666666667,24,9,22
"Poland",1987,16,13,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5176.15029997841,5101.49865492289,5191.56747284993,5081.42133957941,5191.11713962964,5132.64461738861,5215.33377400315,5083.65026360025,1294.0375749946,1275.37466373072,1297.89186821248,1270.35533489485,1297.77928490741,1283.16115434715,1303.83344350079,1270.91256590006,"Jan Kowal,Tadeuz Bafia,Zbigniew Klimowski,Piotr Fijas","674,2038,676,243","M,M,M,M",22.6885694729637,28.643394934976,19.6139630390144,26.25,74,2,20
"Canada",1987,16,14,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",4904.09407989594,5145.56589454918,4861.95872082915,5172.21117016533,4917.4093779901,5170.02039641619,4881.20909153811,5122.86873095441,1226.02351997399,1286.3914736373,1215.48968020729,1293.05279254133,1229.35234449752,1292.50509910405,1220.30227288453,1280.7171827386,"Ron Richards,Horst Bulau,Ron Rautio,Jon Servold","717,712,990,2039","M,M,M,M",23.3039014373717,26.2231348391513,18.776180698152,41.5,110,1,18
"USA",1987,16,15,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5440.1005925368,5177.60642928858,5549.63068248586,5066.68867773467,5476.90689327221,5182.77903239277,5620.33426650223,5108.22409217778,1360.0251481342,1294.40160732215,1387.40767062146,1266.67216943367,1369.22672331805,1295.69475809819,1405.08356662556,1277.05602304445,"Zane Palmer,Mark Konopacke,Rick Mewborn,Mike Holland","1016,782,978,828","M,M,M,M",23.6322153775953,25.1909650924025,21.8918548939083,32.75,61,19,16
"Japan",1987,16,16,1987-02-17,"Oberstdorf","Germany","World Championship",115,4,"Team Large","M",5033.1685804315,5214.35230675829,4869.99205116191,5086.34271577393,5063.02372108159,5170.79684596329,4900.20924820006,5097.15830793921,1258.29214510787,1303.58807668957,1217.49801279048,1271.58567894348,1265.7559302704,1292.69921149082,1225.05231205001,1274.2895769848,"Hiro Shima,Akira Sato,Takayuki Sasaki,Shinichi Tanaka","969,732,615,843","M,M,M,M",24.7063655030801,27.7618069815195,22.5817932922656,13.5,18,5,15
"Bulgaria",1987,16,17,1987-02-17,"Oberstdorf","Germany","World Championship",115,3,"Team Large","M",3639.11877583513,3844.54924450094,3594.36676835484,3814.75703683045,3661.58841502194,3868.90208120806,3564.26053009729,3822.86873095441,1213.03959194504,1281.51641483365,1198.12225611828,1271.58567894348,1220.52947167398,1289.63402706935,1188.08684336576,1274.2895769848,"Vladimir Breitschew,Valentin Boschitschkov,Kiril Petkov","720,1033,992","M,M,M",28.1724845995893,28.1724845995893,28.1724845995893,17.6666666666667,25,5,14
"Finland",1988,14,1,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",6614.71736725843,5572.10383693261,6683.09164872814,5304.08127618694,6595.63754711374,5510.57320852755,6659.01880096634,5232.406658439,1653.67934181461,1393.02595923315,1670.77291218203,1326.02031904674,1648.90938677843,1377.64330213189,1664.75470024158,1308.10166460975,"Jari Puikkonen,Ari Pekka Nikkola,Tuomo Ylipulli,Matti Nykänen","796,409,957,781","M,M,M,M",23.7577002053388,28.6680355920602,18.776180698152,72,114,23,100
"Slovenia",1988,14,2,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5974.97604937302,5404.02927062875,6009.44009129122,5230.56437151078,5948.4897924537,5358.63738164285,5975.56579964287,5204.60588410327,1493.74401234326,1351.00731765719,1502.3600228228,1307.6410928777,1487.12244811343,1339.65934541071,1493.89144991072,1301.15147102582,"Miran Tepes,Primoz Ulaga,Matjaz Zupan,Matjaz Debelak","734,743,638,838","M,M,M,M",24.0841889117043,26.8336755646817,21.409993155373,61.75,105,19,80
"Norway",1988,14,3,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5885.3792148289,5192.72843457673,6006.01542064809,5179.05528075292,5864.88085414899,5180.58363850271,5982.41009398875,5145.72950468415,1471.34480370723,1298.18210864418,1501.50385516202,1294.76382018823,1466.22021353725,1295.14590962568,1495.60252349719,1286.43237617104,"Ole Gunnar Fidjestøl,Jon Inge Kjørum,Erik Johnsen,Ole Christian Eidhammer","748,714,810,823","M,M,M,M",24.047227926078,27.9288158795346,22.6420260095825,30,57,9,60
"Czechia",1988,14,4,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",6293.32956125971,5491.85078578487,6297.22762688829,5238.55829629046,6290.69213002767,5359.22963638791,6292.11516780961,5236.75174573827,1573.33239031493,1372.96269644622,1574.30690672207,1309.63957407262,1572.67303250692,1339.80740909698,1573.0287919524,1309.18793643457,"Ladislav Dluhos,Jiri Malec,Jiri Parma,Pavel Ploc","598,855,292,724","M,M,M,M",24.113620807666,25.2511978097194,22.3846680355921,60.5,108,8,50
"Austria",1988,14,5,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",6222.68265483848,5395.47794484109,6331.60512969688,5165.48431163176,6226.48751514464,5317.14905786048,6337.72211222676,5228.53108046756,1555.67066370962,1348.86948621027,1582.90128242422,1291.37107790794,1556.62187878616,1329.28726446512,1584.43052805669,1307.13277011689,"Heinz Kuttin,Ernst Vettori,Andreas Felder,Günther Stranner","597,631,709,797","M,M,M,M",21.9014373716632,25.9712525667351,17.1362080766598,57.75,98,8,45
"Germany",1988,14,6,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5927.19668725732,5222.11955633996,6104.23740276898,5098.50667963466,5931.25435731546,5257.43870129266,6113.155469902,5098.03421255332,1481.79917181433,1305.52988908499,1526.05935069224,1274.62666990866,1482.81358932886,1314.35967532316,1528.2888674755,1274.50855313833,"Josef Heumann,Peter Rohwein,Thomas Klauser,Andreas Bauer","737,988,793,739","M,M,M,M",24.2073921971253,25.6646132785763,23.3620807665982,54.75,83,15,40
"Sweden",1988,14,7,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5631.77142585694,5250.46513265933,5635.31462429518,5089.34435999556,5635.85121456907,5217.56047539003,5639.40439138423,5092.97146408984,1407.94285646424,1312.61628316483,1408.8286560738,1272.33608999889,1408.96280364227,1304.39011884751,1409.85109784606,1273.24286602246,"Anders Daun,Staffan Tällberg,Per-Inge Tällberg,Jan Boklöv","979,591,669,684","M,M,M,M",21.3169062286105,24.848733744011,17.8562628336756,24,39,13,36
"Switzerland",1988,14,8,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5595.05524957814,5104.57462413283,5752.55569884365,5080.60679352708,5606.02875858156,5156.48490263273,5770.04131921404,5122.86873095441,1398.76381239454,1276.14365603321,1438.13892471091,1270.15169838177,1401.50718964539,1289.12122565818,1442.51032980351,1280.7171827386,"Christoph Lehmann,Christian Hauswirth,Fabrice Piazzini,Gèrard Balanche","670,818,947,935","M,M,M,M",20.9301848049281,22.2915811088296,19.1567419575633,26,34,8,32
"Canada",1988,14,9,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5329.82226618596,5241.39008919691,5286.40460596687,5128.07962455673,5342.09591498538,5264.8700642782,5300.28305376683,5148.57915396961,1332.45556654649,1310.34752229923,1321.60115149172,1282.01990613918,1335.52397874634,1316.21751606955,1325.07076344171,1287.1447884924,"Steve Collins,Ron Richards,Todd Gillman,Horst Bulau","731,717,942,712","M,M,M,M",23.8008213552361,25.5304585900068,20.9993155373032,66.5,122,13,29
"USA",1988,14,10,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5058.87920734952,5156.27399113576,4995.51524425921,5066.68867773467,5072.49731023829,5168.58248140383,5010.62795400397,5108.22409217778,1264.71980183738,1289.06849778394,1248.8788110648,1266.67216943367,1268.12432755957,1292.14562035096,1252.65698850099,1277.05602304445,"John Theodore Langlois,Mike Holland,Dennis McGrane,Mark Konopacke","623,828,983,782","M,M,M,M",24.1895961670089,26.2094455852156,20.082135523614,33.75,76,2,26
"Japan",1988,14,11,1988-02-24,"Calgary","Canada","Olympic Winter Games",114,4,"Team Large","M",5002.72901827627,5169.51715071114,4861.49051207205,5086.34271577393,5022.62330748421,5196.79758341772,4882.55384255316,5097.15830793921,1250.68225456907,1292.37928767778,1215.37262801801,1271.58567894348,1255.65582687105,1299.19939585443,1220.63846063829,1274.2895769848,"Akira Sato,Masaru Nagaoka,Katsushi Tao,Shinichi Tanaka","732,963,842,843","M,M,M,M",25.6878850102669,28.7802874743326,23.6002737850787,21.75,30,6,24
"Finland",1989,17,1,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",6602.80902668824,5564.23677039582,6737.85321615987,5355.75161381642,6580.83828120447,5555.62855771351,6709.01847636103,5235.96010403906,1650.70225667206,1391.05919259895,1684.46330403997,1338.9379034541,1645.20957030112,1388.90713942838,1677.25461909026,1308.99002600976,"Matti Nykänen,Ari Pekka Nikkola,Risto Juhani Laakonen,Jari Puikkonen","781,409,716,796","M,M,M,M",24.2108145106092,29.6646132785763,19.772758384668,74.5,128,26,100
"Norway",1989,17,2,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",6194.9325527852,5293.47316194808,6344.78672987519,5402.54186907543,6169.37098165009,5285.82630995344,6311.92795400997,5221.96710578514,1548.7331381963,1323.36829048702,1586.1966824688,1350.63546726886,1542.34274541252,1321.45657748836,1577.98198850249,1305.49177644628,"Ole Gunnar Fidjestøl,Magne Johansen,Clas Brede Bråthen,Jon Inge Kjørum","748,668,663,714","M,M,M,M",24.2525667351129,28.9253935660507,20.2354551676934,34.25,74,7,80
"Czechia",1989,17,3,1989-02-22,"Lahti","Finland","World Championship",114,3,"Team Large","M",4600.28009673258,4125.94012634737,4661.85437179734,4187.09589844538,4585.54108020933,4136.52364501687,4641.36054506649,3956.92672474493,1533.42669891086,1375.31337544912,1553.95145726578,1395.69863281513,1528.51369340311,1378.84121500562,1547.12018168883,1318.97557491498,"Ladislav Dluhos,Jiri Parma,Pavel Ploc","598,292,724","M,M,M",24.7310061601643,26.1218343600274,23.3812457221081,96.3333333333333,128,66,60
"Slovakia",1989,17,3,1989-02-22,"Lahti","Finland","World Championship",114,1,"Team Large","M",1492.09359606707,1302.42003471966,1537.00678572471,1271.58567894348,1485.96973781363,1309.45219981168,1529.54525471788,1274.2895769848,1492.09359606707,1302.42003471966,1537.00678572471,1271.58567894348,1485.96973781363,1309.45219981168,1529.54525471788,1274.2895769848,"Martin Svagerko","632","M",21.3935660506502,21.3935660506502,21.3935660506502,47,47,47,60
"Kazakhstan",1989,17,4,1989-02-22,"Lahti","Finland","World Championship",114,1,"Team Large","M",1518.32447989237,1282.44086386401,1551.82268468795,1271.58567894348,1514.77563064334,1286.8613150932,1547.42500019879,1274.2895769848,1518.32447989237,1282.44086386401,1551.82268468795,1271.58567894348,1514.77563064334,1286.8613150932,1547.42500019879,1274.2895769848,"Andrej Vervejkin","572","M",23.1375770020534,23.1375770020534,23.1375770020534,22,22,22,50
"Ukraine",1989,17,4,1989-02-22,"Lahti","Finland","World Championship",114,1,"Team Large","M",1308.53763561291,1268.35143528679,1313.87048539901,1271.58567894348,1298.66363434987,1277.10171751996,1299.9497357311,1274.2895769848,1308.53763561291,1268.35143528679,1313.87048539901,1271.58567894348,1298.66363434987,1277.10171751996,1299.9497357311,1274.2895769848,"Valery Vdovenko","953","M",18.1437371663244,18.1437371663244,18.1437371663244,2,2,2,50
"Russia",1989,17,4,1989-02-22,"Lahti","Finland","World Championship",114,2,"Team Large","M",2733.94100713811,2554.51491899468,2775.79886231017,2543.17135788696,2717.6481546855,2560.82346305865,2753.74035576661,2548.57915396961,1366.97050356905,1277.25745949734,1387.89943115509,1271.58567894348,1358.82407734275,1280.41173152932,1376.87017788331,1274.2895769848,"Pavel Kustov,Michail Jessin","780,624","M,M",22.6105407255305,24.1423682409309,21.07871321013,7,8,6,50
"Sweden",1989,17,5,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",5592.22945174737,5297.95886656785,5595.24488728489,5150.58651716413,5570.85376515158,5266.42012385709,5563.66098487073,5165.02106075874,1398.05736293684,1324.48971664196,1398.81122182122,1287.64662929103,1392.7134412879,1316.60503096427,1390.91524621768,1291.25526518969,"Jan Boklöv,Staffan Tällberg,Mikael Martinsson,Thomas Nordgren","684,591,618,804","M,M,M,M",21.3586584531143,23.4770704996578,18.8528405201916,24,42,10,45
"Austria",1989,17,6,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",6184.40565047175,5347.17256256252,6326.37497144257,5123.630648268,6187.41117264637,5322.15851112977,6332.67145885744,5126.97151933233,1546.10141261794,1336.79314064063,1581.59374286064,1280.907662067,1546.85279316159,1330.53962778244,1583.16786471436,1281.74287983308,"Ernst Vettori,Franz Neuländtner,Werner Haim,Andreas Felder","631,693,594,709","M,M,M,M",23.9253935660506,26.9678302532512,21.0047912388775,71.75,108,22,40
"Germany",1989,17,7,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",5877.54490033923,5304.8283507075,5929.58271512757,5191.8347896317,5877.88153612577,5305.85491307758,5929.19559291571,5182.74211085055,1469.38622508481,1326.20708767688,1482.39567878189,1297.95869740793,1469.47038403144,1326.4637282694,1482.29889822893,1295.68552771264,"Ulf Findeisen,Jens Weissflog,Heiko Hunger,Ingo Züchner","848,552,710,820","M,M,M,M",23.92128678987,26.9787816563997,19.4496919917864,36.5,77,4,36
"Germany",1989,17,8,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",6162.42499891207,5217.71467700424,6284.58798060798,5172.03279142501,6179.38734980546,5197.052110371,6309.47844585986,5071.05433982841,1540.60624972802,1304.42866925106,1571.14699515199,1293.00819785625,1544.84683745137,1299.26302759275,1577.36961146497,1267.7635849571,"Thomas Klauser,Andreas Bauer,Dieter Thoma,Josef Heumann","793,739,390,737","M,M,M,M",23.3750855578371,25.0896646132786,19.3456536618754,60,96,29,32
"Slovenia",1989,17,9,1989-02-22,"Lahti","Finland","World Championship",114,4,"Team Large","M",5880.19696262015,5344.93855493531,5925.49423313115,5486.16207656135,5895.85377977319,5350.96193035644,5945.92144140677,5250.1318886822,1470.04924065504,1336.23463873383,1481.37355828279,1371.54051914034,1473.9634449433,1337.74048258911,1486.48036035169,1312.53297217055,"Matjaz Debelak,Primoz Ulaga,Miran Tepes,Matjaz Zupan","838,743,734,638","M,M,M,M",25.0807665982204,27.8302532511978,22.4065708418891,72.75,117,28,29
